form,norm,lemma,grapho,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,base_lemma,form_normalized,base_form,stem,base_stem,vowel_alternation,cons_alternation,modern_lemma_count
kuͤme,kuͤme,kommen,,1440.0,t2887,7651,29.15744103535402,3,0.0114327961189468,ENHG,3,Central German,1,kommen,kuͤme,kompt,kuͤm,komp,yes,yes,2282150
kume,kume,kommen,,1440.0,t2917,7651,29.15744103535402,22,0.0838405048722766,ENHG,3,Central German,1,kommen,kume,kompt,kum,komp,yes,no,2282150
komē,komē,kommen,,1440.0,t2919,7651,29.15744103535402,295,1.1242249516964364,ENHG,3,Central German,1,kommen,komē,kompt,kom,komp,no,no,2282150
geſchach,geſchach,geschehen,,1440.0,t2945,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
geſchen,geſchen,geschehen,,1440.0,t2957,2302,8.772765555271853,63,0.240088718497883,ENHG,118,Central German,1,geschehen,geschen,geschen,geʃ,geʃ,no,no,323529
quam,quam,kommen,,1440.0,t2988,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
ſaſ‍z,ſaſ‍z,sitzen,,1440.0,t3026,1044,3.97861304939349,30,0.1143279611894681,ENHG,57,Central German,2,sitzen,sasz,sitzen,sas,siʦ,yes,yes,171469
trat,trat,treten,,1440.0,t3047,299,1.1394686798550322,61,0.2324668544185851,ENHG,13,Central German,2,treten,trat,trat,tra,tra,no,no,570154
ſagen,ſagen,sagen,,1440.0,t3076,5924,22.575961402880303,1465,5.583015438085693,ENHG,168,Central German,1,sagen,sagen,sagen,sag,sag,no,no,1558402
geborn,geborn,gebären,,1440.0,t3108,948,3.612763573587192,297,1.1318468157757342,ENHG,110,Central German,4,gebären,geborn,gebirt,gebor,gebir,yes,no,254788
bracht,bracht,bringen,,1440.0,t3148,2168,8.262100661958895,350,1.333826213877128,ENHG,73,Central German,4,bringen,bracht,brenget,braχ,breng,yes,yes,710785
geſchach,geſchach,geschehen,,1440.0,t3166,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
begreiff,begreiff,begreifen,,1440.0,t3305,375,1.4290995148683514,16,0.0609749126343829,ENHG,23,Central German,1,begreifen,begreif,begreif,begreif,begreif,no,no,63265
lag,lag,liegen,,1440.0,t3506,2283,8.700357846518523,312,1.1890107963704684,ENHG,25,Central German,2,liegen,lag,ligen,lag,lig,yes,no,1468865
gemacht,gemacht,machen,,1440.0,t3511,5042,19.21471934390994,1228,4.679824544688895,ENHG,145,Central German,4,machen,gemacht,machen,maχ,maχ,no,no,2362953
lag,lag,liegen,,1440.0,t3523,2283,8.700357846518523,312,1.1890107963704684,ENHG,25,Central German,2,liegen,lag,ligen,lag,lig,yes,no,1468865
geſchach,geſchach,geschehen,,1440.0,t3634,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
nam,nam,nehmen,,1440.0,t3637,3364,12.819975381379024,1080,4.115806602820852,ENHG,47,Central German,2,nehmen,nam,nemen,nam,nem,yes,no,1089016
komē,komē,kommen,,1440.0,t3672,7651,29.15744103535402,295,1.1242249516964364,ENHG,3,Central German,1,kommen,komē,kompt,kom,komp,no,no,2282150
liez,liez,lassen,,1440.0,t3693,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
zcogen,zcogen,ziehen,,1440.0,t3739,1321,5.034241224376246,6,0.0228655922378936,ENHG,17,Central German,4,ziehen,zcogen,zihen,zcog,zih,yes,yes,301418
hilt,hilt,halten,,1440.0,t3813,2619,9.980831011840566,38,0.1448154175066596,ENHG,24,Central German,2,halten,hilt,halden,hil,hald,yes,no,748357
nam,nam,nehmen,,1440.0,t3866,3364,12.819975381379024,1080,4.115806602820852,ENHG,47,Central German,2,nehmen,nam,nemen,nam,nem,yes,no,1089016
liez,liez,lassen,,1440.0,t3885,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
hilt,hilt,halten,,1440.0,t3988,2619,9.980831011840566,38,0.1448154175066596,ENHG,24,Central German,2,halten,hilt,halden,hil,hald,yes,no,748357
zcogen,zcogen,ziehen,,1440.0,t4177,1321,5.034241224376246,6,0.0228655922378936,ENHG,17,Central German,4,ziehen,zcogen,zihen,zcog,zih,yes,yes,301418
brachtenſu,brachten,bringen,,1440.0,t4244,2168,8.262100661958895,63,0.240088718497883,ENHG,73,Central German,3,bringen,brachten,brenget,braχt,breng,yes,yes,710785
bekēnen,bekēnen,bekennen,,1440.0,t4324,591,2.252260835432521,14,0.0533530485550851,ENHG,45,Central German,1,bekennen,bekēnen,bekenen,beken,beken,no,no,640238
gab,gab,ausgeben,,1440.0,t4326,23,0.0876514369119255,1213,4.622660564094161,ENHG,21,Central German,2,geben,gab,geben,gab,geb,yes,no,3796581
geborn,geborn,gebären,,1440.0,t4332,948,3.612763573587192,297,1.1318468157757342,ENHG,110,Central German,4,gebären,geborn,gebirt,gebor,gebir,yes,no,254788
gelegen,gelegen,liegen,,1440.0,t4388,2283,8.700357846518523,402,1.5319946799388726,ENHG,25,Central German,4,liegen,gelegen,ligen,leg,lig,yes,no,1468865
gebar,gebar,gebären,,1440.0,t4412,948,3.612763573587192,41,0.1562482136256064,ENHG,110,Central German,2,gebären,gebar,gebirt,gebar,gebir,yes,no,254788
gelegen,gelegen,liegen,,1440.0,t4465,2283,8.700357846518523,402,1.5319946799388726,ENHG,25,Central German,4,liegen,gelegen,ligen,leg,lig,yes,no,1468865
lag,lag,liegen,,1440.0,t4495,2283,8.700357846518523,312,1.1890107963704684,ENHG,25,Central German,2,liegen,lag,ligen,lag,lig,yes,no,1468865
ſpreche,ſpreche,sprechen,,1440.0,t4554,8120,30.94476816194937,98,0.3734713398855958,ENHG,27,Central German,1,sprechen,spreche,spricht,spreχ,spriχ,yes,no,559127
kom,kom,kommen,,1440.0,t4555,7651,29.15744103535402,249,0.9489220778725852,ENHG,3,Central German,2,kommen,kom,kompt,kom,komp,no,no,2282150
ſprach,ſprach,sprechen,,1440.0,t4581,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
ſtarb,ſtarb,sterben,,1440.0,t4649,1446,5.510607729332363,416,1.585347728493958,ENHG,10,Central German,2,sterben,starb,sterben,starb,sterb,yes,no,381096
quam,quam,kommen,,1440.0,t4702,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
komen,komen,kommen,,1440.0,t4719,7651,29.15744103535402,977,3.723280602737012,ENHG,3,Central German,4,kommen,komen,kompt,kom,komp,no,no,2282150
geſchen,geſchen,geschehen,,1440.0,t4950,2302,8.772765555271853,63,0.240088718497883,ENHG,118,Central German,1,geschehen,geschen,geschen,geʃ,geʃ,no,no,323529
ſtarb,ſtarb,sterben,,1440.0,t4957,1446,5.510607729332363,416,1.585347728493958,ENHG,10,Central German,2,sterben,starb,sterben,starb,sterb,yes,no,381096
quam,quam,kommen,,1440.0,t4980,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
ſprach,ſprach,sprechen,,1440.0,t4999,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
liez,liez,lassen,,1440.0,t5006,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
fuͤren,fuͤren,führen,,1440.0,t5008,1102,4.199647107693129,110,0.419202524361383,ENHG,109,Central German,1,führen,fuͤren,furen,fuͤr,fur,no,yes,1393908
ſtarb,ſtarb,sterben,,1440.0,t5060,1446,5.510607729332363,416,1.585347728493958,ENHG,10,Central German,2,sterben,starb,sterben,starb,sterb,yes,no,381096
genant,genant,nennen,,1440.0,t5065,2245,8.555542429011863,912,3.47557002015983,ENHG,153,Central German,4,nennen,genant,nēnet,,nen,yes,no,1089707
ſtarb,ſtarb,sterben,,1440.0,t5084,1446,5.510607729332363,416,1.585347728493958,ENHG,10,Central German,2,sterben,starb,sterben,starb,sterb,yes,no,381096
begreiff,begreiff,begreifen,,1440.0,t5187,375,1.4290995148683514,16,0.0609749126343829,ENHG,23,Central German,1,begreifen,begreif,begreif,begreif,begreif,no,no,63265
liez,liez,lassen,,1440.0,t5258,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
geſchach,geſchach,geschehen,,1440.0,t5294,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
geſant,geſant,senden,,1440.0,t5321,583,2.22177337911533,172,0.6554803108196172,ENHG,188,Central German,4,senden,gesant,senden,san,send,yes,no,88236
felt,felt,fallen,,1440.0,t5337,1097,4.180592447494884,81,0.3086854952115638,ENHG,31,Central German,1,fallen,felt,falen,fel,fal,yes,no,255517
neme,neme,nehmen,,1440.0,t5343,3364,12.819975381379024,192,0.7316989516125959,ENHG,47,Central German,1,nehmen,neme,nemen,nem,nem,no,no,1089016
nam,nam,nehmen,,1440.0,t5361,3364,12.819975381379024,1080,4.115806602820852,ENHG,47,Central German,2,nehmen,nam,nemen,nam,nem,yes,no,1089016
zcoͤch,zcoͤch,ziehen,,1440.0,t5390,1321,5.034241224376246,3,0.0114327961189468,ENHG,17,Central German,2,ziehen,zcoͤch,zihen,zcoχ,zih,yes,yes,301418
geſchach,geſchach,geschehen,,1440.0,t5392,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
geſchach,geſchach,geschehen,,1440.0,t5407,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
reit,reit,reiten,,1440.0,t5412,577,2.1989077868774363,113,0.4306353204803299,ENHG,162,Central German,2,reiten,reit,ritˢe,rei,rit,yes,no,15954
ſenden,ſenden,senden,,1440.0,t5493,583,2.22177337911533,60,0.2286559223789362,ENHG,188,Central German,1,senden,senden,senden,send,send,no,no,88236
lag,lag,liegen,,1440.0,t5506,2283,8.700357846518523,312,1.1890107963704684,ENHG,25,Central German,2,liegen,lag,ligen,lag,lig,yes,no,1468865
ſprach,ſprach,sprechen,,1440.0,t5508,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
ſprach,ſprach,sprechen,,1440.0,t5537,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
ſprach,ſprach,sprechen,,1440.0,t5552,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
ſage,ſage,sagen,,1440.0,t5553,5924,22.575961402880303,279,1.0632500390620534,ENHG,168,Central German,1,sagen,sage,sagen,sag,sag,no,no,1558402
geb,geb,geben,,1440.0,t5558,6017,22.930378082567653,241,0.9184346215553938,ENHG,21,Central German,1,geben,geb,geben,geb,geb,no,no,3796581
greiff,greiff,greifen,,1440.0,t5565,128,0.4877993010750639,29,0.1105170291498191,ENHG,23,Central German,1,greifen,greif,begreif,greif,greif,no,no,63265
ſtarb,ſtarb,sterben,,1440.0,t5725,1446,5.510607729332363,416,1.585347728493958,ENHG,10,Central German,2,sterben,starb,sterben,starb,sterb,yes,no,381096
liez,liez,lassen,,1440.0,t5741,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
reit,reit,reiten,,1440.0,t5750,577,2.1989077868774363,113,0.4306353204803299,ENHG,162,Central German,2,reiten,reit,ritˢe,rei,rit,yes,no,15954
quam,quam,kommen,,1440.0,t5809,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
reýt,reýt,reiten,,1440.0,t5838,577,2.1989077868774363,3,0.0114327961189468,ENHG,162,Central German,2,reiten,reýt,ritˢe,reí,rit,yes,yes,15954
kome,kome,kommen,,1440.0,t5856,7651,29.15744103535402,84,0.3201182913305107,ENHG,3,Central German,1,kommen,kome,kompt,kom,komp,no,no,2282150
geſchach,geſchach,geschehen,,1440.0,t5886,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
brechtī,brechtī,bringen,,1440.0,t5960,2168,8.262100661958895,1,0.0038109320396489,ENHG,73,Central German,3,bringen,brechtī,brenget,breχtī,breng,yes,yes,710785
gewan,gewan,gewinnen,,1440.0,t5974,665,2.534269806366543,191,0.727888019572947,ENHG,120,Central German,2,gewinnen,gewan,gewynen,gewa,gewin,yes,no,632324
geſchach,geſchach,geschehen,,1440.0,t5989,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
liez,liez,lassen,,1440.0,t6037,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
zcoch,zcoch,ziehen,,1440.0,t6053,1321,5.034241224376246,38,0.1448154175066596,ENHG,17,Central German,2,ziehen,zcoch,zihen,zcoχ,zih,yes,yes,301418
liez,liez,lassen,,1440.0,t6067,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
brachten,brachten,bringen,,1440.0,t6084,2168,8.262100661958895,63,0.240088718497883,ENHG,73,Central German,3,bringen,brachten,brenget,braχt,breng,yes,yes,710785
gebar,gebar,gebären,,1440.0,t6126,948,3.612763573587192,41,0.1562482136256064,ENHG,110,Central German,2,gebären,gebar,gebirt,gebar,gebir,yes,no,254788
wint,wint,finden,,1440.0,t6162,2689,10.24759625461599,30,0.1143279611894681,ENHG,38,Central German,1,finden,wint,vinde,win,vind,no,yes,2586288
ſlug,ſlug,ausschlagen,,1440.0,t6167,24,0.0914623689515744,51,0.1943575340220958,ENHG,7,Central German,2,schlagen,slug,schlecht,slug,ʃleχ,yes,yes,198277
nam,nam,nehmen,,1440.0,t6224,3364,12.819975381379024,1080,4.115806602820852,ENHG,47,Central German,2,nehmen,nam,nemen,nam,nem,yes,no,1089016
ſprach,ſprach,sprechen,,1440.0,t6245,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
warff,warff,aufwerfen,,1440.0,t6258,17,0.0647858446740319,99,0.3772822719252447,ENHG,16,Central German,2,werfen,warf,werfen,warf,werf,yes,no,132019
vant,vant,finden,,1440.0,t6263,2689,10.24759625461599,86,0.3277401554098086,ENHG,38,Central German,2,finden,vant,vinde,van,vind,yes,no,2586288
ſprach,ſprach,sprechen,,1440.0,t6285,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
gebar,gebar,gebären,,1440.0,t6314,948,3.612763573587192,41,0.1562482136256064,ENHG,110,Central German,2,gebären,gebar,gebirt,gebar,gebir,yes,no,254788
liez,liez,lassen,,1440.0,t6323,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
nēnen,nēnen,nehmen,,1440.0,t6328,3364,12.819975381379024,23,0.0876514369119255,ENHG,47,Central German,1,nehmen,nēnen,nemen,nen,nem,no,yes,1089016
lit,lit,liegen,,1440.0,t6345,2283,8.700357846518523,89,0.3391729515287554,ENHG,25,Central German,1,liegen,lit,ligen,li,lig,no,no,1468865
zcoͤch,zcoͤch,aufziehen,,1440.0,t6402,106,0.4039587962027873,3,0.0114327961189468,ENHG,17,Central German,2,ziehen,zcoͤch,zihen,zcoχ,zih,yes,yes,301418
gewan,gewan,gewinnen,,1440.0,t6406,665,2.534269806366543,191,0.727888019572947,ENHG,120,Central German,2,gewinnen,gewan,gewynen,gewa,gewin,yes,no,632324
rittˢ,rittˢ,reiten,,1440.0,t6432,577,2.1989077868774363,2,0.0076218640792978,ENHG,162,Central German,3,reiten,ritˢ,ritˢe,ri,rit,no,no,15954
zcoch,zcoch,ziehen,,1440.0,t6437,1321,5.034241224376246,38,0.1448154175066596,ENHG,17,Central German,2,ziehen,zcoch,zihen,zcoχ,zih,yes,yes,301418
geſchach,geſchach,geschehen,,1440.0,t6500,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
trat,trat,treten,,1440.0,t6566,299,1.1394686798550322,61,0.2324668544185851,ENHG,13,Central German,2,treten,trat,trat,tra,tra,no,no,570154
ſprach,ſprach,sprechen,,1440.0,t6569,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
ſprach,ſprach,sprechen,,1440.0,t6618,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
neme,neme,nehmen,,1440.0,t6623,3364,12.819975381379024,192,0.7316989516125959,ENHG,47,Central German,1,nehmen,neme,nemen,nem,nem,no,no,1089016
ſprach,ſprach,sprechen,,1440.0,t6633,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
ſprach,ſprach,sprechen,,1440.0,t6658,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
geſchach,geſchach,geschehen,,1440.0,t6671,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
nem,nem,nehmen,,1440.0,t6677,3364,12.819975381379024,139,0.5297195535112023,ENHG,47,Central German,1,nehmen,nem,nemen,nem,nem,no,no,1089016
ſprach,ſprach,sprechen,,1440.0,t6717,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
ſprach,ſprach,sprechen,,1440.0,t6781,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
liez,liez,lassen,,1440.0,t6835,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
czihen,czihen,ziehen,,1440.0,t6837,1321,5.034241224376246,19,0.0724077087533298,ENHG,17,Central German,1,ziehen,czihen,zihen,zih,zih,no,no,301418
fant,fant,finden,,1440.0,t6850,2689,10.24759625461599,47,0.1791138058635,ENHG,38,Central German,2,finden,fant,vinde,fan,vind,yes,no,2586288
nemē,nemē,nehmen,,1440.0,t6869,3364,12.819975381379024,185,0.7050224273350534,ENHG,47,Central German,1,nehmen,nemē,nemen,nem,nem,no,no,1089016
nam,nam,nehmen,,1440.0,t6875,3364,12.819975381379024,1080,4.115806602820852,ENHG,47,Central German,2,nehmen,nam,nemen,nam,nem,yes,no,1089016
trug,trug,tragen,,1440.0,t6884,1310,4.992320971940107,42,0.1600591456652553,ENHG,11,Central German,2,tragen,trug,tragen,trug,trag,yes,no,518200
ſprach,ſprach,sprechen,,1440.0,t6897,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
zcihen,zcihen,ziehen,,1440.0,t6925,1321,5.034241224376246,5,0.0190546601982446,ENHG,17,Central German,1,ziehen,zcihen,zihen,zcih,zih,no,yes,301418
quam,quam,kommen,,1440.0,t7004,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
czoͤch,czoͤch,ziehen,,1440.0,t7046,1321,5.034241224376246,1,0.0038109320396489,ENHG,17,Central German,2,ziehen,czoͤch,zihen,zoχ,zih,yes,yes,301418
kume,kume,kommen,,1440.0,t7062,7651,29.15744103535402,22,0.0838405048722766,ENHG,3,Central German,1,kommen,kume,kompt,kum,komp,yes,no,2282150
quam,quam,kommen,,1440.0,t7071,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
liez,liez,lassen,,1440.0,t7081,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
tzoch,tzoch,ziehen,,1440.0,t7087,1321,5.034241224376246,10,0.0381093203964893,ENHG,17,Central German,2,ziehen,tzoch,zihen,ʦoχ,zih,yes,yes,301418
brante,brante,brennen,,1440.0,t7100,188,0.7164552234540001,16,0.0609749126343829,ENHG,72,Central German,2,brennen,brante,brenen,brant,bren,yes,no,33558
kuͤme,kuͤme,kommen,,1440.0,t7216,7651,29.15744103535402,3,0.0114327961189468,ENHG,3,Central German,1,kommen,kuͤme,kompt,kuͤm,komp,yes,yes,2282150
truͤg,truͤg,tragen,,1440.0,t7228,1310,4.992320971940107,5,0.0190546601982446,ENHG,11,Central German,2,tragen,truͤg,tragen,truͤg,trag,yes,yes,518200
quam,quam,kommen,,1440.0,t7251,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
quam,quam,kommen,,1440.0,t7262,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
liez,liez,lassen,,1440.0,t7327,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
lit,lit,liegen,,1440.0,t7335,2283,8.700357846518523,89,0.3391729515287554,ENHG,25,Central German,1,liegen,lit,ligen,li,lig,no,no,1468865
liez,liez,lassen,,1440.0,t7361,3635,13.852737964123886,53,0.2019793981013936,ENHG,4,Central German,2,lassen,liez,lasen,liez,las,yes,no,1408679
geſchach,geſchach,geschehen,,1440.0,t7461,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
quam,quam,kommen,,1440.0,t7496,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
trat,trat,treten,,1440.0,t7501,299,1.1394686798550322,61,0.2324668544185851,ENHG,13,Central German,2,treten,trat,trat,tra,tra,no,no,570154
ſprach,ſprach,sprechen,,1440.0,t7505,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
ſprach,ſprach,sprechen,,1440.0,t7537,8120,30.94476816194937,2851,10.86496724503912,ENHG,27,Central German,2,sprechen,sprach,spricht,spraχ,spriχ,yes,no,559127
geſchach,geſchach,geschehen,,1440.0,t7591,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
geſchach,geſchach,geschehen,,1440.0,t7631,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
warff,warff,werfen,,1440.0,t7647,441,1.680621029485181,99,0.3772822719252447,ENHG,16,Central German,2,werfen,warf,werfen,warf,werf,yes,no,132019
quam,quam,kommen,,1440.0,t7700,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
czoch,czoch,ausziehen,,1440.0,t7761,122,0.4649337088371703,93,0.3544166796873511,ENHG,17,Central German,2,ziehen,czoch,zihen,zoχ,zih,yes,yes,301418
ſtarb,ſtarb,sterben,,1440.0,t7932,1446,5.510607729332363,416,1.585347728493958,ENHG,10,Central German,2,sterben,starb,sterben,starb,sterb,yes,no,381096
geborn,geborn,gebären,,1440.0,t7955,948,3.612763573587192,297,1.1318468157757342,ENHG,110,Central German,4,gebären,geborn,gebirt,gebor,gebir,yes,no,254788
quam,quam,kommen,,1440.0,t7985,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
quam,quam,kommen,,1440.0,t8076,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
bat,bat,bitten,,1440.0,t8082,1532,5.838347884742172,171,0.6516693787799682,ENHG,67,Central German,2,bitten,bat,biden,ba,bid,yes,no,947818
ſungen,ſungen,singen,,1440.0,t8090,530,2.0197939810139367,28,0.1067060971101702,ENHG,192,Central German,3,singen,sungen,singen,sung,sing,yes,no,104498
geſchach,geſchach,geschehen,,1440.0,t8114,2302,8.772765555271853,379,1.4443432430269472,ENHG,118,Central German,2,geschehen,geschach,geschen,geʃaχ,geʃ,yes,no,323529
phlag,phlag,pflegen,,1440.0,t8286,377,1.4367213789476492,57,0.2172231262599893,ENHG,155,Central German,2,pflegen,phlag,phlegen,flag,fleg,yes,no,59263
brachten,brachten,bringen,,1440.0,t8302,2168,8.262100661958895,63,0.240088718497883,ENHG,73,Central German,3,bringen,brachten,brenget,braχt,breng,yes,yes,710785
lag,lag,liegen,,1440.0,t8307,2283,8.700357846518523,312,1.1890107963704684,ENHG,25,Central German,2,liegen,lag,ligen,lag,lig,yes,no,1468865
enphingen,enphingen,empfangen,,1440.0,t8368,664,2.530458874326894,9,0.0342983883568404,ENHG,81,Central German,3,empfangen,enphingen,entpfahen,enfing,fah,yes,yes,56310
komē,komē,kommen,,1440.0,t8371,7651,29.15744103535402,295,1.1242249516964364,ENHG,3,Central German,1,kommen,komē,kompt,kom,komp,no,no,2282150
geſchen,geſchen,geschehen,,1440.0,t8406,2302,8.772765555271853,63,0.240088718497883,ENHG,118,Central German,1,geschehen,geschen,geschen,geʃ,geʃ,no,no,323529
ſprechin,ſprechin,sprechen,,1440.0,t8468,8120,30.94476816194937,28,0.1067060971101702,ENHG,27,Central German,3,sprechen,sprechin,spricht,spreχi,spriχ,yes,no,559127
ſprechin,ſprechin,sprechen,,1440.0,t8507,8120,30.94476816194937,28,0.1067060971101702,ENHG,27,Central German,3,sprechen,sprechin,spricht,spreχi,spriχ,yes,no,559127
erfaren,erfaren,erfahren,,1440.0,t8766,216,0.8231613205641704,113,0.4306353204803299,ENHG,89,Central German,4,erfahren,erfaren,var,erfar,var,no,yes,228317
ſaſ‍z,ſaſ‍z,sitzen,,1440.0,t8866,1044,3.97861304939349,30,0.1143279611894681,ENHG,57,Central German,2,sitzen,sasz,sitzen,sas,siʦ,yes,yes,171469
nam,nam,nehmen,,1440.0,t8914,3364,12.819975381379024,1080,4.115806602820852,ENHG,47,Central German,2,nehmen,nam,nemen,nam,nem,yes,no,1089016
brachten,brachten,bringen,,1440.0,t8940,2168,8.262100661958895,63,0.240088718497883,ENHG,73,Central German,3,bringen,brachten,brenget,braχt,breng,yes,yes,710785
quam,quam,kommen,,1440.0,t8968,7651,29.15744103535402,221,0.8422159807624151,ENHG,3,Central German,2,kommen,quam,kompt,quam,komp,yes,yes,2282150
enphangen,enphangen,empfangen,,1440.0,t8979,664,2.530458874326894,52,0.1981684660617447,ENHG,81,Central German,4,empfangen,enphangen,entpfahen,enfang,fah,no,yes,56310
